instant_x,dteday,season_x,yr_x,mnth_x,holiday_x,weekday_x,workingday_x,weathersit_x,temp_x,atemp_x,hum_x,windspeed_x,casual_x,registered_x,cnt_x,instant_y,season_y,yr_y,mnth_y,hr,holiday_y,weekday_y,workingday_y,weathersit_y,temp_y,atemp_y,hum_y,windspeed_y,casual_y,registered_y,cnt_y
1,2011-01-01,Springer,2011,1,Not Holiday,Saturday,Holiday,2,14.110847,18.18125,80.58330000000001,10.749882,331,654,985,11,Springer,2011,1,10,Holiday,Saturday,Holiday,1,15.58,19.695,76.0,16.997899999999998,12,24,36
1,2011-01-01,Springer,2011,1,Not Holiday,Saturday,Holiday,2,14.110847,18.18125,80.58330000000001,10.749882,331,654,985,12,Springer,2011,1,11,Holiday,Saturday,Holiday,1,14.76,16.665,81.0,19.0012,26,30,56
1,2011-01-01,Springer,2011,1,Not Holiday,Saturday,Holiday,2,14.110847,18.18125,80.58330000000001,10.749882,331,654,985,13,Springer,2011,1,12,Holiday,Saturday,Holiday,1,17.22,21.21,77.0,19.0012,29,55,84
1,2011-01-01,Springer,2011,1,Not Holiday,Saturday,Holiday,2,14.110847,18.18125,80.58330000000001,10.749882,331,654,985,14,Springer,2011,1,13,Holiday,Saturday,Holiday,2,18.86,22.725,72.0,19.999499999999998,47,47,94
1,2011-01-01,Springer,2011,1,Not Holiday,Saturday,Holiday,2,14.110847,18.18125,80.58330000000001,10.749882,331,654,985,15,Springer,2011,1,14,Holiday,Saturday,Holiday,2,18.86,22.725,72.0,19.0012,35,71,106
1,2011-01-01,Springer,2011,1,Not Holiday,Saturday,Holiday,2,14.110847,18.18125,80.58330000000001,10.749882,331,654,985,16,Springer,2011,1,15,Holiday,Saturday,Holiday,2,18.04,21.97,77.0,19.999499999999998,40,70,110
1,2011-01-01,Springer,2011,1,Not Holiday,Saturday,Holiday,2,14.110847,18.18125,80.58330000000001,10.749882,331,654,985,17,Springer,2011,1,16,Holiday,Saturday,Holiday,2,17.22,21.21,82.0,19.999499999999998,41,52,93
1,2011-01-01,Springer,2011,1,Not Holiday,Saturday,Holiday,2,14.110847,18.18125,80.58330000000001,10.749882,331,654,985,18,Springer,2011,1,17,Holiday,Saturday,Holiday,2,18.04,21.97,82.0,19.0012,15,52,67
1,2011-01-01,Springer,2011,1,Not Holiday,Saturday,Holiday,2,14.110847,18.18125,80.58330000000001,10.749882,331,654,985,19,Springer,2011,1,18,Holiday,Saturday,Holiday,3,17.22,21.21,88.0,16.997899999999998,9,26,35
1,2011-01-01,Springer,2011,1,Not Holiday,Saturday,Holiday,2,14.110847,18.18125,80.58330000000001,10.749882,331,654,985,20,Springer,2011,1,19,Holiday,Saturday,Holiday,3,17.22,21.21,88.0,16.997899999999998,6,31,37
1,2011-01-01,Springer,2011,1,Not Holiday,Saturday,Holiday,2,14.110847,18.18125,80.58330000000001,10.749882,331,654,985,21,Springer,2011,1,20,Holiday,Saturday,Holiday,2,16.400000000000002,20.455000000000002,87.0,16.997899999999998,11,25,36
1,2011-01-01,Springer,2011,1,Not Holiday,Saturday,Holiday,2,14.110847,18.18125,80.58330000000001,10.749882,331,654,985,22,Springer,2011,1,21,Holiday,Saturday,Holiday,2,16.400000000000002,20.455000000000002,87.0,12.998000000000001,3,31,34
1,2011-01-01,Springer,2011,1,Not Holiday,Saturday,Holiday,2,14.110847,18.18125,80.58330000000001,10.749882,331,654,985,23,Springer,2011,1,22,Holiday,Saturday,Holiday,2,16.400000000000002,20.455000000000002,94.0,15.001299999999999,11,17,28
1,2011-01-01,Springer,2011,1,Not Holiday,Saturday,Holiday,2,14.110847,18.18125,80.58330000000001,10.749882,331,654,985,24,Springer,2011,1,23,Holiday,Saturday,Holiday,2,18.86,22.725,88.0,19.999499999999998,15,24,39
2,2011-01-02,Springer,2011,1,Not Holiday,Sunday,Holiday,2,14.902598000000001,17.686950000000003,69.6087,16.652113,131,670,801,25,Springer,2011,1,0,Holiday,Sunday,Holiday,2,18.86,22.725,88.0,19.999499999999998,4,13,17
2,2011-01-02,Springer,2011,1,Not Holiday,Sunday,Holiday,2,14.902598000000001,17.686950000000003,69.6087,16.652113,131,670,801,26,Springer,2011,1,1,Holiday,Sunday,Holiday,2,18.04,21.97,94.0,16.997899999999998,1,16,17
2,2011-01-02,Springer,2011,1,Not Holiday,Sunday,Holiday,2,14.902598000000001,17.686950000000003,69.6087,16.652113,131,670,801,27,Springer,2011,1,2,Holiday,Sunday,Holiday,2,17.22,21.21,100.0,19.0012,1,8,9
2,2011-01-02,Springer,2011,1,Not Holiday,Sunday,Holiday,2,14.902598000000001,17.686950000000003,69.6087,16.652113,131,670,801,28,Springer,2011,1,3,Holiday,Sunday,Holiday,2,18.86,22.725,94.0,12.998000000000001,2,4,6
2,2011-01-02,Springer,2011,1,Not Holiday,Sunday,Holiday,2,14.902598000000001,17.686950000000003,69.6087,16.652113,131,670,801,29,Springer,2011,1,4,Holiday,Sunday,Holiday,2,18.86,22.725,94.0,12.998000000000001,2,1,3
2,2011-01-02,Springer,2011,1,Not Holiday,Sunday,Holiday,2,14.902598000000001,17.686950000000003,69.6087,16.652113,131,670,801,30,Springer,2011,1,6,Holiday,Sunday,Holiday,3,17.22,21.21,77.0,19.999499999999998,0,2,2
2,2011-01-02,Springer,2011,1,Not Holiday,Sunday,Holiday,2,14.902598000000001,17.686950000000003,69.6087,16.652113,131,670,801,31,Springer,2011,1,7,Holiday,Sunday,Holiday,2,16.400000000000002,20.455000000000002,76.0,12.998000000000001,0,1,1
2,2011-01-02,Springer,2011,1,Not Holiday,Sunday,Holiday,2,14.902598000000001,17.686950000000003,69.6087,16.652113,131,670,801,32,Springer,2011,1,8,Holiday,Sunday,Holiday,3,16.400000000000002,20.455000000000002,71.0,15.001299999999999,0,8,8
2,2011-01-02,Springer,2011,1,Not Holiday,Sunday,Holiday,2,14.902598000000001,17.686950000000003,69.6087,16.652113,131,670,801,33,Springer,2011,1,9,Holiday,Sunday,Holiday,2,15.58,19.695,76.0,15.001299999999999,1,19,20
2,2011-01-02,Springer,2011,1,Not Holiday,Sunday,Holiday,2,14.902598000000001,17.686950000000003,69.6087,16.652113,131,670,801,34,Springer,2011,1,10,Holiday,Sunday,Holiday,2,14.76,17.424999999999997,81.0,15.001299999999999,7,46,53
2,2011-01-02,Springer,2011,1,Not Holiday,Sunday,Holiday,2,14.902598000000001,17.686950000000003,69.6087,16.652113,131,670,801,35,Springer,2011,1,11,Holiday,Sunday,Holiday,2,14.76,16.665,71.0,16.997899999999998,16,54,70
2,2011-01-02,Springer,2011,1,Not Holiday,Sunday,Holiday,2,14.902598000000001,17.686950000000003,69.6087,16.652113,131,670,801,36,Springer,2011,1,12,Holiday,Sunday,Holiday,2,14.76,16.665,66.0,19.999499999999998,20,73,93
2,2011-01-02,Springer,2011,1,Not Holiday,Sunday,Holiday,2,14.902598000000001,17.686950000000003,69.6087,16.652113,131,670,801,37,Springer,2011,1,13,Holiday,Sunday,Holiday,2,14.76,17.424999999999997,66.0,8.9981,11,64,75
2,2011-01-02,Springer,2011,1,Not Holiday,Sunday,Holiday,2,14.902598000000001,17.686950000000003,69.6087,16.652113,131,670,801,38,Springer,2011,1,14,Holiday,Sunday,Holiday,3,14.76,17.424999999999997,76.0,12.998000000000001,4,55,59
2,2011-01-02,Springer,2011,1,Not Holiday,Sunday,Holiday,2,14.902598000000001,17.686950000000003,69.6087,16.652113,131,670,801,39,Springer,2011,1,15,Holiday,Sunday,Holiday,3,13.940000000000001,16.665,81.0,11.0014,19,55,74
2,2011-01-02,Springer,2011,1,Not Holiday,Sunday,Holiday,2,14.902598000000001,17.686950000000003,69.6087,16.652113,131,670,801,40,Springer,2011,1,16,Holiday,Sunday,Holiday,3,13.940000000000001,16.665,71.0,11.0014,9,67,76
2,2011-01-02,Springer,2011,1,Not Holiday,Sunday,Holiday,2,14.902598000000001,17.686950000000003,69.6087,16.652113,131,670,801,41,Springer,2011,1,17,Holiday,Sunday,Holiday,1,13.940000000000001,16.665,56.99999999999999,12.998000000000001,7,58,65
2,2011-01-02,Springer,2011,1,Not Holiday,Sunday,Holiday,2,14.902598000000001,17.686950000000003,69.6087,16.652113,131,670,801,42,Springer,2011,1,18,Holiday,Sunday,Holiday,2,14.76,16.665,46.0,22.0028,10,43,53
2,2011-01-02,Springer,2011,1,Not Holiday,Sunday,Holiday,2,14.902598000000001,17.686950000000003,69.6087,16.652113,131,670,801,43,Springer,2011,1,19,Holiday,Sunday,Holiday,1,13.120000000000001,14.395,42.0,30.002599999999997,1,29,30
2,2011-01-02,Springer,2011,1,Not Holiday,Sunday,Holiday,2,14.902598000000001,17.686950000000003,69.6087,16.652113,131,670,801,44,Springer,2011,1,20,Holiday,Sunday,Holiday,1,12.299999999999999,13.635,39.0,23.9994,5,17,22
2,2011-01-02,Springer,2011,1,Not Holiday,Sunday,Holiday,2,14.902598000000001,17.686950000000003,69.6087,16.652113,131,670,801,45,Springer,2011,1,21,Holiday,Sunday,Holiday,1,10.66,11.365,44.0,22.0028,11,20,31
2,2011-01-02,Springer,2011,1,Not Holiday,Sunday,Holiday,2,14.902598000000001,17.686950000000003,69.6087,16.652113,131,670,801,46,Springer,2011,1,22,Holiday,Sunday,Holiday,1,9.84,10.605,44.0,19.999499999999998,0,9,9
2,2011-01-02,Springer,2011,1,Not Holiday,Sunday,Holiday,2,14.902598000000001,17.686950000000003,69.6087,16.652113,131,670,801,47,Springer,2011,1,23,Holiday,Sunday,Holiday,1,9.02,11.365,47.0,11.0014,0,8,8
3,2011-01-03,Springer,2011,1,Not Holiday,Monday,Working Day,1,8.050924,9.47025,43.7273,16.636703,120,1229,1349,48,Springer,2011,1,0,Holiday,Monday,Working Day,1,9.02,9.85,44.0,23.9994,0,5,5
3,2011-01-03,Springer,2011,1,Not Holiday,Monday,Working Day,1,8.050924,9.47025,43.7273,16.636703,120,1229,1349,49,Springer,2011,1,1,Holiday,Monday,Working Day,1,8.200000000000001,8.334999999999999,44.0,27.999299999999998,0,2,2
3,2011-01-03,Springer,2011,1,Not Holiday,Monday,Working Day,1,8.050924,9.47025,43.7273,16.636703,120,1229,1349,50,Springer,2011,1,4,Holiday,Monday,Working Day,1,6.5600000000000005,6.819999999999999,47.0,26.0027,0,1,1
3,2011-01-03,Springer,2011,1,Not Holiday,Monday,Working Day,1,8.050924,9.47025,43.7273,16.636703,120,1229,1349,51,Springer,2011,1,5,Holiday,Monday,Working Day,1,6.5600000000000005,6.819999999999999,47.0,19.0012,0,3,3
3,2011-01-03,Springer,2011,1,Not Holiday,Monday,Working Day,1,8.050924,9.47025,43.7273,16.636703,120,1229,1349,52,Springer,2011,1,6,Holiday,Monday,Working Day,1,5.74,5.305,50.0,26.0027,0,30,30
3,2011-01-03,Springer,2011,1,Not Holiday,Monday,Working Day,1,8.050924,9.47025,43.7273,16.636703,120,1229,1349,53,Springer,2011,1,7,Holiday,Monday,Working Day,1,5.74,6.819999999999999,50.0,12.998000000000001,1,63,64
3,2011-01-03,Springer,2011,1,Not Holiday,Monday,Working Day,1,8.050924,9.47025,43.7273,16.636703,120,1229,1349,54,Springer,2011,1,8,Holiday,Monday,Working Day,1,5.74,6.0600000000000005,50.0,19.0012,1,153,154
3,2011-01-03,Springer,2011,1,Not Holiday,Monday,Working Day,1,8.050924,9.47025,43.7273,16.636703,120,1229,1349,55,Springer,2011,1,9,Holiday,Monday,Working Day,1,6.5600000000000005,6.819999999999999,43.0,26.0027,7,81,88
3,2011-01-03,Springer,2011,1,Not Holiday,Monday,Working Day,1,8.050924,9.47025,43.7273,16.636703,120,1229,1349,56,Springer,2011,1,10,Holiday,Monday,Working Day,1,7.38,8.334999999999999,43.0,16.997899999999998,11,33,44
3,2011-01-03,Springer,2011,1,Not Holiday,Monday,Working Day,1,8.050924,9.47025,43.7273,16.636703,120,1229,1349,57,Springer,2011,1,11,Holiday,Monday,Working Day,1,8.200000000000001,9.09,40.0,22.0028,10,41,51
3,2011-01-03,Springer,2011,1,Not Holiday,Monday,Working Day,1,8.050924,9.47025,43.7273,16.636703,120,1229,1349,58,Springer,2011,1,12,Holiday,Monday,Working Day,1,9.02,10.605,35.0,19.999499999999998,13,48,61
3,2011-01-03,Springer,2011,1,Not Holiday,Monday,Working Day,1,8.050924,9.47025,43.7273,16.636703,120,1229,1349,59,Springer,2011,1,13,Holiday,Monday,Working Day,1,9.84,10.605,35.0,19.0012,8,53,61
3,2011-01-03,Springer,2011,1,Not Holiday,Monday,Working Day,1,8.050924,9.47025,43.7273,16.636703,120,1229,1349,60,Springer,2011,1,14,Holiday,Monday,Working Day,1,10.66,12.120000000000001,30.0,19.0012,11,66,77
3,2011-01-03,Springer,2011,1,Not Holiday,Monday,Working Day,1,8.050924,9.47025,43.7273,16.636703,120,1229,1349,61,Springer,2011,1,15,Holiday,Monday,Working Day,1,10.66,12.120000000000001,30.0,16.997899999999998,14,58,72
3,2011-01-03,Springer,2011,1,Not Holiday,Monday,Working Day,1,8.050924,9.47025,43.7273,16.636703,120,1229,1349,62,Springer,2011,1,16,Holiday,Monday,Working Day,1,10.66,12.120000000000001,30.0,16.997899999999998,9,67,76
3,2011-01-03,Springer,2011,1,Not Holiday,Monday,Working Day,1,8.050924,9.47025,43.7273,16.636703,120,1229,1349,63,Springer,2011,1,17,Holiday,Monday,Working Day,1,9.84,11.365,30.0,15.001299999999999,11,146,157
3,2011-01-03,Springer,2011,1,Not Holiday,Monday,Working Day,1,8.050924,9.47025,43.7273,16.636703,120,1229,1349,64,Springer,2011,1,18,Holiday,Monday,Working Day,1,9.84,12.879999999999999,32.0,7.0015,9,148,157
3,2011-01-03,Springer,2011,1,Not Holiday,Monday,Working Day,1,8.050924,9.47025,43.7273,16.636703,120,1229,1349,65,Springer,2011,1,19,Holiday,Monday,Working Day,1,8.200000000000001,12.879999999999999,47.0,0.0,8,102,110
3,2011-01-03,Springer,2011,1,Not Holiday,Monday,Working Day,1,8.050924,9.47025,43.7273,16.636703,120,1229,1349,66,Springer,2011,1,20,Holiday,Monday,Working Day,1,8.200000000000001,11.365,47.0,7.0015,3,49,52
3,2011-01-03,Springer,2011,1,Not Holiday,Monday,Working Day,1,8.050924,9.47025,43.7273,16.636703,120,1229,1349,67,Springer,2011,1,21,Holiday,Monday,Working Day,1,7.38,9.85,64.0,8.9981,3,49,52
3,2011-01-03,Springer,2011,1,Not Holiday,Monday,Working Day,1,8.050924,9.47025,43.7273,16.636703,120,1229,1349,68,Springer,2011,1,22,Holiday,Monday,Working Day,1,5.74,7.575,69.0,8.9981,0,20,20
3,2011-01-03,Springer,2011,1,Not Holiday,Monday,Working Day,1,8.050924,9.47025,43.7273,16.636703,120,1229,1349,69,Springer,2011,1,23,Holiday,Monday,Working Day,1,7.38,10.605,55.00000000000001,7.0015,1,11,12
4,2011-01-04,Springer,2011,1,Not Holiday,Tuesday,Working Day,1,8.200000000000001,10.6061,59.0435,10.739832,108,1454,1562,70,Springer,2011,1,0,Holiday,Tuesday,Working Day,1,6.5600000000000005,9.09,55.00000000000001,7.0015,0,5,5
4,2011-01-04,Springer,2011,1,Not Holiday,Tuesday,Working Day,1,8.200000000000001,10.6061,59.0435,10.739832,108,1454,1562,71,Springer,2011,1,1,Holiday,Tuesday,Working Day,1,6.5600000000000005,9.09,59.0,7.0015,0,2,2
4,2011-01-04,Springer,2011,1,Not Holiday,Tuesday,Working Day,1,8.200000000000001,10.6061,59.0435,10.739832,108,1454,1562,72,Springer,2011,1,2,Holiday,Tuesday,Working Day,1,5.74,7.575,63.0,8.9981,0,1,1
4,2011-01-04,Springer,2011,1,Not Holiday,Tuesday,Working Day,1,8.200000000000001,10.6061,59.0435,10.739832,108,1454,1562,73,Springer,2011,1,4,Holiday,Tuesday,Working Day,1,5.74,9.09,63.0,6.0032,0,2,2
4,2011-01-04,Springer,2011,1,Not Holiday,Tuesday,Working Day,1,8.200000000000001,10.6061,59.0435,10.739832,108,1454,1562,74,Springer,2011,1,5,Holiday,Tuesday,Working Day,1,4.92,7.575,68.0,7.0015,0,4,4
4,2011-01-04,Springer,2011,1,Not Holiday,Tuesday,Working Day,1,8.200000000000001,10.6061,59.0435,10.739832,108,1454,1562,75,Springer,2011,1,6,Holiday,Tuesday,Working Day,1,4.92,7.575,74.0,7.0015,0,36,36
4,2011-01-04,Springer,2011,1,Not Holiday,Tuesday,Working Day,1,8.200000000000001,10.6061,59.0435,10.739832,108,1454,1562,76,Springer,2011,1,7,Holiday,Tuesday,Working Day,1,4.92,7.575,74.0,8.9981,2,92,94
4,2011-01-04,Springer,2011,1,Not Holiday,Tuesday,Working Day,1,8.200000000000001,10.6061,59.0435,10.739832,108,1454,1562,77,Springer,2011,1,8,Holiday,Tuesday,Working Day,1,5.74,7.575,69.0,11.0014,2,177,179
4,2011-01-04,Springer,2011,1,Not Holiday,Tuesday,Working Day,1,8.200000000000001,10.6061,59.0435,10.739832,108,1454,1562,78,Springer,2011,1,9,Holiday,Tuesday,Working Day,1,6.5600000000000005,7.575,64.0,15.001299999999999,2,98,100
4,2011-01-04,Springer,2011,1,Not Holiday,Tuesday,Working Day,1,8.200000000000001,10.6061,59.0435,10.739832,108,1454,1562,79,Springer,2011,1,10,Holiday,Tuesday,Working Day,2,6.5600000000000005,6.819999999999999,69.0,22.0028,5,37,42
4,2011-01-04,Springer,2011,1,Not Holiday,Tuesday,Working Day,1,8.200000000000001,10.6061,59.0435,10.739832,108,1454,1562,80,Springer,2011,1,11,Holiday,Tuesday,Working Day,1,9.02,10.605,51.0,19.999499999999998,7,50,57
4,2011-01-04,Springer,2011,1,Not Holiday,Tuesday,Working Day,1,8.200000000000001,10.6061,59.0435,10.739832,108,1454,1562,81,Springer,2011,1,12,Holiday,Tuesday,Working Day,1,9.02,11.365,51.0,11.0014,12,66,78
4,2011-01-04,Springer,2011,1,Not Holiday,Tuesday,Working Day,1,8.200000000000001,10.6061,59.0435,10.739832,108,1454,1562,82,Springer,2011,1,13,Holiday,Tuesday,Working Day,1,9.84,11.365,56.00000000000001,12.998000000000001,18,79,97
4,2011-01-04,Springer,2011,1,Not Holiday,Tuesday,Working Day,1,8.200000000000001,10.6061,59.0435,10.739832,108,1454,1562,83,Springer,2011,1,14,Holiday,Tuesday,Working Day,1,10.66,12.879999999999999,52.0,15.001299999999999,9,54,63
4,2011-01-04,Springer,2011,1,Not Holiday,Tuesday,Working Day,1,8.200000000000001,10.6061,59.0435,10.739832,108,1454,1562,84,Springer,2011,1,15,Holiday,Tuesday,Working Day,1,11.48,13.635,52.0,16.997899999999998,17,48,65
4,2011-01-04,Springer,2011,1,Not Holiday,Tuesday,Working Day,1,8.200000000000001,10.6061,59.0435,10.739832,108,1454,1562,85,Springer,2011,1,16,Holiday,Tuesday,Working Day,1,12.299999999999999,14.395,49.0,16.997899999999998,15,68,83
4,2011-01-04,Springer,2011,1,Not Holiday,Tuesday,Working Day,1,8.200000000000001,10.6061,59.0435,10.739832,108,1454,1562,86,Springer,2011,1,17,Holiday,Tuesday,Working Day,1,11.48,13.635,48.0,15.001299999999999,10,202,212
4,2011-01-04,Springer,2011,1,Not Holiday,Tuesday,Working Day,1,8.200000000000001,10.6061,59.0435,10.739832,108,1454,1562,87,Springer,2011,1,18,Holiday,Tuesday,Working Day,1,10.66,12.879999999999999,48.0,12.998000000000001,3,179,182
4,2011-01-04,Springer,2011,1,Not Holiday,Tuesday,Working Day,1,8.200000000000001,10.6061,59.0435,10.739832,108,1454,1562,88,Springer,2011,1,19,Holiday,Tuesday,Working Day,1,9.84,12.879999999999999,48.0,7.0015,2,110,112
4,2011-01-04,Springer,2011,1,Not Holiday,Tuesday,Working Day,1,8.200000000000001,10.6061,59.0435,10.739832,108,1454,1562,89,Springer,2011,1,20,Holiday,Tuesday,Working Day,1,9.84,12.879999999999999,48.0,7.0015,1,53,54
4,2011-01-04,Springer,2011,1,Not Holiday,Tuesday,Working Day,1,8.200000000000001,10.6061,59.0435,10.739832,108,1454,1562,90,Springer,2011,1,21,Holiday,Tuesday,Working Day,1,9.02,13.635,64.0,0.0,0,48,48
4,2011-01-04,Springer,2011,1,Not Holiday,Tuesday,Working Day,1,8.200000000000001,10.6061,59.0435,10.739832,108,1454,1562,91,Springer,2011,1,22,Holiday,Tuesday,Working Day,1,9.02,12.879999999999999,64.0,6.0032,1,34,35
4,2011-01-04,Springer,2011,1,Not Holiday,Tuesday,Working Day,1,8.200000000000001,10.6061,59.0435,10.739832,108,1454,1562,92,Springer,2011,1,23,Holiday,Tuesday,Working Day,1,8.200000000000001,11.365,69.0,6.0032,2,9,11
5,2011-01-05,Springer,2011,1,Not Holiday,Wednesday,Working Day,1,9.305237,11.4635,43.695699999999995,12.522300000000001,82,1518,1600,93,Springer,2011,1,0,Holiday,Wednesday,Working Day,1,8.200000000000001,12.879999999999999,64.0,0.0,0,6,6
5,2011-01-05,Springer,2011,1,Not Holiday,Wednesday,Working Day,1,9.305237,11.4635,43.695699999999995,12.522300000000001,82,1518,1600,94,Springer,2011,1,1,Holiday,Wednesday,Working Day,1,6.5600000000000005,9.85,74.0,6.0032,0,6,6
5,2011-01-05,Springer,2011,1,Not Holiday,Wednesday,Working Day,1,9.305237,11.4635,43.695699999999995,12.522300000000001,82,1518,1600,95,Springer,2011,1,2,Holiday,Wednesday,Working Day,1,6.5600000000000005,9.85,74.0,6.0032,0,2,2
5,2011-01-05,Springer,2011,1,Not Holiday,Wednesday,Working Day,1,9.305237,11.4635,43.695699999999995,12.522300000000001,82,1518,1600,96,Springer,2011,1,4,Holiday,Wednesday,Working Day,1,9.84,11.365,48.0,15.001299999999999,0,2,2
5,2011-01-05,Springer,2011,1,Not Holiday,Wednesday,Working Day,1,9.305237,11.4635,43.695699999999995,12.522300000000001,82,1518,1600,97,Springer,2011,1,5,Holiday,Wednesday,Working Day,1,9.02,11.365,47.0,11.0014,0,3,3
5,2011-01-05,Springer,2011,1,Not Holiday,Wednesday,Working Day,1,9.305237,11.4635,43.695699999999995,12.522300000000001,82,1518,1600,98,Springer,2011,1,6,Holiday,Wednesday,Working Day,1,8.200000000000001,9.85,47.0,15.001299999999999,0,33,33
5,2011-01-05,Springer,2011,1,Not Holiday,Wednesday,Working Day,1,9.305237,11.4635,43.695699999999995,12.522300000000001,82,1518,1600,99,Springer,2011,1,7,Holiday,Wednesday,Working Day,1,7.38,9.09,43.0,12.998000000000001,1,87,88
5,2011-01-05,Springer,2011,1,Not Holiday,Wednesday,Working Day,1,9.305237,11.4635,43.695699999999995,12.522300000000001,82,1518,1600,100,Springer,2011,1,8,Holiday,Wednesday,Working Day,1,8.200000000000001,9.09,40.0,19.999499999999998,3,192,195
5,2011-01-05,Springer,2011,1,Not Holiday,Wednesday,Working Day,1,9.305237,11.4635,43.695699999999995,12.522300000000001,82,1518,1600,101,Springer,2011,1,9,Holiday,Wednesday,Working Day,1,9.02,9.85,37.0,22.0028,6,109,115
5,2011-01-05,Springer,2011,1,Not Holiday,Wednesday,Working Day,1,9.305237,11.4635,43.695699999999995,12.522300000000001,82,1518,1600,102,Springer,2011,1,10,Holiday,Wednesday,Working Day,1,9.02,9.85,37.0,22.0028,4,53,57
5,2011-01-05,Springer,2011,1,Not Holiday,Wednesday,Working Day,1,9.305237,11.4635,43.695699999999995,12.522300000000001,82,1518,1600,103,Springer,2011,1,11,Holiday,Wednesday,Working Day,1,10.66,11.365,33.0,22.0028,12,34,46
5,2011-01-05,Springer,2011,1,Not Holiday,Wednesday,Working Day,1,9.305237,11.4635,43.695699999999995,12.522300000000001,82,1518,1600,104,Springer,2011,1,12,Holiday,Wednesday,Working Day,1,10.66,11.365,33.0,22.0028,5,74,79
5,2011-01-05,Springer,2011,1,Not Holiday,Wednesday,Working Day,1,9.305237,11.4635,43.695699999999995,12.522300000000001,82,1518,1600,105,Springer,2011,1,13,Holiday,Wednesday,Working Day,1,11.48,12.879999999999999,30.0,19.999499999999998,6,65,71
5,2011-01-05,Springer,2011,1,Not Holiday,Wednesday,Working Day,1,9.305237,11.4635,43.695699999999995,12.522300000000001,82,1518,1600,106,Springer,2011,1,14,Holiday,Wednesday,Working Day,1,12.299999999999999,14.395,28.000000000000004,12.998000000000001,10,52,62
5,2011-01-05,Springer,2011,1,Not Holiday,Wednesday,Working Day,1,9.305237,11.4635,43.695699999999995,12.522300000000001,82,1518,1600,107,Springer,2011,1,15,Holiday,Wednesday,Working Day,1,12.299999999999999,14.395,28.000000000000004,12.998000000000001,7,55,62
5,2011-01-05,Springer,2011,1,Not Holiday,Wednesday,Working Day,1,9.305237,11.4635,43.695699999999995,12.522300000000001,82,1518,1600,108,Springer,2011,1,16,Holiday,Wednesday,Working Day,1,12.299999999999999,15.909999999999998,28.000000000000004,6.0032,4,85,89
5,2011-01-05,Springer,2011,1,Not Holiday,Wednesday,Working Day,1,9.305237,11.4635,43.695699999999995,12.522300000000001,82,1518,1600,109,Springer,2011,1,17,Holiday,Wednesday,Working Day,1,9.84,11.365,38.0,12.998000000000001,4,186,190
